,baseMean,log2FoldChange,lfcSE,pvalue,padj
WBGene00014109,3086.30969342733,0.0147764996315271,0.0610617818503862,0.702626073337315,0.878119464947165
WBGene00014111,1402.39785326548,0.0473911637091948,0.0862898078706413,0.176899826122204,0.663563957722542
WBGene00014112,1717.89964825209,0.0538425822276268,0.0933780992484627,0.118564335899633,0.663563957722542
WBGene00014113,4669.26718190081,0.0318311484999264,0.0827546110616674,0.196497325865191,0.663563957722542
WBGene00014114,5379.33162101553,0.0271039695182792,0.08055605404992,0.249280111986705,0.663563957722542
WBGene00014115,9588.71426032265,0.0246083978703469,0.0804473824611262,0.249294452059421,0.663563957722542
WBGene00014116,1693.27157544265,-0.0167202316164711,0.0775282528682762,0.404405271427663,0.72090841703704
WBGene00014117,4389.96454452927,0.0203034859618701,0.0794059693942243,0.286420732738936,0.663563957722542
WBGene00014118,1211.08693926609,0.0189551368314744,0.0741370450653486,0.471812884095205,0.766625232575628
WBGene00014119,6648.03919661723,0.0398164576577882,0.0768883462230921,0.252020100235626,0.663563957722542
WBGene00014120,2875.12799642067,0.0262094666394463,0.079545111718171,0.281890096148541,0.663563957722542
WBGene00014121,623.007156750081,-0.00920852362517068,0.076813427206878,0.552406215765841,0.816947023952453
WBGene00014123,2546.60649174712,0.047680399724868,0.0858674403497872,0.17949705865019,0.663563957722542
WBGene00014124,8425.7491274854,0.0215910431032476,0.0777470965515255,0.308610879762371,0.666807965774563
WBGene00014125,388.027949770937,-0.0177287680795133,0.0771537304578813,0.421379014075608,0.73103961205352
WBGene00014127,341.02447487314,-0.0138630415092204,0.0775232376353731,0.424824923936068,0.733200376336362
WBGene00014128,86.223115476631,-0.00724671145262615,0.0768612911957345,0.618446449483721,0.845643119907591
WBGene00014129,486.557682702533,-0.0131709747137168,0.0765830709592976,0.509279092186082,0.792426670953675
WBGene00014130,53.9012871763706,0.60127489756549,0.274555702236571,0.000963256576064943,0.0804059680859
WBGene00014132,56.7458346813575,-0.024021884479022,0.0812683133444155,0.1602506425376,0.663563957722542
WBGene00014134,83.790906934281,0.017530484271254,0.0788761501145317,0.291245432339524,0.663563957722542
WBGene00014135,122.313407175957,-0.0828364653200309,0.122460731788443,0.0588153068124118,0.662589797715562
WBGene00014136,457.767155908923,-0.0181600027015567,0.0793251865933103,0.22880776865922,0.663563957722542
WBGene00014137,502.880679850502,-0.0116444640404193,0.0629647489495881,0.75858925265905,0.900590545227999
WBGene00014138,1293.5690150948,-0.0072740805163417,0.07484325495565,0.744347473468741,0.894346128267045
WBGene00014139,3458.39439813356,0.0251579666371381,0.0764069673507701,0.418146996373512,0.730763923814908
WBGene00014140,190.070469217894,-0.0111357307487869,0.0737040590746515,0.667830582179101,0.865734603463508
WBGene00014141,1613.38124591616,-0.0418558996843344,0.0768052024082997,0.335417728519388,0.677743195226345
WBGene00014148,636.866444984053,-0.0207414156135068,0.0785177539081209,0.310661341534816,0.667664392681117
